,grocery_sent,unhealthy_sent,healthy_sent,FIPS,Name_x,State_x,final_sent,Name_y,State_y
2192,-2.0,-2.0,-2.0,30027,Fergus,MT,tie,Fergus,MT
2193,-2.0,-2.0,-2.0,30033,Garfield,MT,tie,Garfield,MT
2194,-2.0,-2.0,-2.0,30035,Glacier,MT,tie,Glacier,MT
2195,-2.0,-2.0,-2.0,30037,Golden Valley,MT,tie,Golden Valley,MT
2196,-2.0,-2.0,-2.0,30039,Granite,MT,tie,Granite,MT
2197,-2.0,-2.0,-2.0,30041,Hill,MT,tie,Hill,MT
2198,-2.0,-2.0,-2.0,30043,Jefferson,MT,tie,Jefferson,MT
2199,-2.0,-2.0,-2.0,30047,Lake,MT,tie,Lake,MT
2200,-2.0,-2.0,-2.0,30049,Lewis and Clark,MT,tie,Lewis and Clark,MT
2201,-2.0,-2.0,-2.0,30051,Liberty,MT,tie,Liberty,MT
2202,-2.0,-2.0,-2.0,30053,Lincoln,MT,tie,Lincoln,MT
2203,-2.0,-2.0,-2.0,30055,McCone,MT,tie,McCone,MT
2204,-2.0,-2.0,-2.0,30057,Madison,MT,tie,Madison,MT
2205,-2.0,-2.0,-2.0,30059,Meagher,MT,tie,Meagher,MT
2206,-2.0,-2.0,-2.0,30061,Mineral,MT,tie,Mineral,MT
2207,-2.0,-2.0,-2.0,30065,Musselshell,MT,tie,Musselshell,MT
2208,-2.0,-2.0,-2.0,30067,Park,MT,tie,Park,MT
2209,-2.0,-2.0,-2.0,30069,Petroleum,MT,tie,Petroleum,MT
2210,-2.0,-2.0,-2.0,30071,Phillips,MT,tie,Phillips,MT
2211,-2.0,-2.0,-2.0,30073,Pondera,MT,tie,Pondera,MT
2212,-2.0,-2.0,-2.0,30075,Powder River,MT,tie,Powder River,MT
2213,-2.0,-2.0,-2.0,30077,Powell,MT,tie,Powell,MT
2214,-2.0,-2.0,-2.0,30079,Prairie,MT,tie,Prairie,MT
2215,-2.0,-2.0,-2.0,30081,Ravalli,MT,tie,Ravalli,MT
2216,-2.0,-2.0,-2.0,30083,Richland,MT,tie,Richland,MT
2217,-2.0,-2.0,-2.0,30085,Roosevelt,MT,tie,Roosevelt,MT
2218,-2.0,-2.0,-2.0,30087,Rosebud,MT,tie,Rosebud,MT
2219,-2.0,-2.0,-2.0,30089,Sanders,MT,tie,Sanders,MT
2220,-2.0,-2.0,-2.0,30091,Sheridan,MT,tie,Sheridan,MT
2221,-2.0,-2.0,-2.0,30095,Stillwater,MT,tie,Stillwater,MT
2222,-2.0,-2.0,-2.0,30097,Sweet Grass,MT,tie,Sweet Grass,MT
2223,-2.0,-2.0,-2.0,30099,Teton,MT,tie,Teton,MT
2224,-2.0,-2.0,-2.0,30101,Toole,MT,tie,Toole,MT
2225,-2.0,-2.0,-2.0,30103,Treasure,MT,tie,Treasure,MT
2226,-2.0,-2.0,-2.0,30105,Valley,MT,tie,Valley,MT
2227,-2.0,-2.0,-2.0,30107,Wheatland,MT,tie,Wheatland,MT
2228,-2.0,-2.0,-2.0,30109,Wibaux,MT,tie,Wibaux,MT
2229,-2.0,-2.0,-2.0,30113,Yellowstone Nat Park,MT,tie,Yellowstone Nat Park,MT
2230,-2.0,-2.0,-2.0,31003,Antelope,NE,tie,Antelope,NE
2231,-2.0,-2.0,-2.0,31005,Arthur,NE,tie,Arthur,NE
2232,-2.0,-2.0,-2.0,31007,Banner,NE,tie,Banner,NE
2233,-2.0,-2.0,-2.0,31009,Blaine,NE,tie,Blaine,NE
2234,-2.0,-2.0,-2.0,31011,Boone,NE,tie,Boone,NE
2235,-2.0,-2.0,-2.0,31013,Box Butte,NE,tie,Box Butte,NE
2236,-2.0,-2.0,-2.0,31017,Brown,NE,tie,Brown,NE
2237,-2.0,-2.0,-2.0,31021,Burt,NE,tie,Burt,NE
2238,-2.0,-2.0,-2.0,31023,Butler,NE,tie,Butler,NE
2239,-2.0,-2.0,-2.0,31025,Cass,NE,tie,Cass,NE
2240,-2.0,-2.0,-2.0,31027,Cedar,NE,tie,Cedar,NE
2241,-2.0,-2.0,-2.0,31029,Chase,NE,tie,Chase,NE
2242,-2.0,-2.0,-2.0,31033,Cheyenne,NE,tie,Cheyenne,NE
2243,-2.0,-2.0,-2.0,31035,Clay,NE,tie,Clay,NE
2244,-2.0,-2.0,-2.0,31037,Colfax,NE,tie,Colfax,NE
2245,-2.0,-2.0,-2.0,31039,Cuming,NE,tie,Cuming,NE
2246,-2.0,-2.0,-2.0,31041,Custer,NE,tie,Custer,NE
2247,-2.0,-2.0,-2.0,31043,Dakota,NE,tie,Dakota,NE
2248,-2.0,-2.0,-2.0,31045,Dawes,NE,tie,Dawes,NE
2249,-2.0,-2.0,-2.0,31047,Dawson,NE,tie,Dawson,NE
2250,-2.0,-2.0,-2.0,31049,Deuel,NE,tie,Deuel,NE
2251,-2.0,-2.0,-2.0,31051,Dixon,NE,tie,Dixon,NE
2252,-2.0,-2.0,-2.0,31053,Dodge,NE,tie,Dodge,NE
2253,-2.0,-2.0,-2.0,31057,Dundy,NE,tie,Dundy,NE
2254,-2.0,-2.0,-2.0,31059,Fillmore,NE,tie,Fillmore,NE
2255,-2.0,-2.0,-2.0,31061,Franklin,NE,tie,Franklin,NE
2256,-2.0,-2.0,-2.0,31063,Frontier,NE,tie,Frontier,NE
2257,-2.0,-2.0,-2.0,31065,Furnas,NE,tie,Furnas,NE
2258,-2.0,-2.0,-2.0,31067,Gage,NE,tie,Gage,NE
2259,-2.0,-2.0,-2.0,31069,Garden,NE,tie,Garden,NE
2260,-2.0,-2.0,-2.0,31071,Garfield,NE,tie,Garfield,NE
2261,-2.0,-2.0,-2.0,31073,Gosper,NE,tie,Gosper,NE
2262,-2.0,-2.0,-2.0,31075,Grant,NE,tie,Grant,NE
2263,-2.0,-2.0,-2.0,31077,Greeley,NE,tie,Greeley,NE
2264,-2.0,-2.0,-2.0,31081,Hamilton,NE,tie,Hamilton,NE
2265,-2.0,-2.0,-2.0,31085,Hayes,NE,tie,Hayes,NE
2266,-2.0,-2.0,-2.0,31087,Hitchcock,NE,tie,Hitchcock,NE
2267,-2.0,-2.0,-2.0,31089,Holt,NE,tie,Holt,NE
2268,-2.0,-2.0,-2.0,31091,Hooker,NE,tie,Hooker,NE
2269,-2.0,-2.0,-2.0,31093,Howard,NE,tie,Howard,NE
2270,-2.0,-2.0,-2.0,31097,Johnson,NE,tie,Johnson,NE
2271,-2.0,-2.0,-2.0,31099,Kearney,NE,tie,Kearney,NE
2272,-2.0,-2.0,-2.0,31101,Keith,NE,tie,Keith,NE
2273,-2.0,-2.0,-2.0,31103,Keya Paha,NE,tie,Keya Paha,NE
2274,-2.0,-2.0,-2.0,31105,Kimball,NE,tie,Kimball,NE
2275,-2.0,-2.0,-2.0,31107,Knox,NE,tie,Knox,NE
2276,-2.0,-2.0,-2.0,31111,Lincoln,NE,tie,Lincoln,NE
2277,-2.0,-2.0,-2.0,31113,Logan,NE,tie,Logan,NE
2278,-2.0,-2.0,-2.0,31115,Loup,NE,tie,Loup,NE
2279,-2.0,-2.0,-2.0,31117,McPherson,NE,tie,McPherson,NE
2280,-2.0,-2.0,-2.0,31119,Madison,NE,tie,Madison,NE
2281,-2.0,-2.0,-2.0,31121,Merrick,NE,tie,Merrick,NE
2282,-2.0,-2.0,-2.0,31123,Morrill,NE,tie,Morrill,NE
2283,-2.0,-2.0,-2.0,31125,Nance,NE,tie,Nance,NE
2284,-2.0,-2.0,-2.0,31127,Nemaha,NE,tie,Nemaha,NE
2285,-2.0,-2.0,-2.0,31129,Nuckolls,NE,tie,Nuckolls,NE
2286,-2.0,-2.0,-2.0,31131,Otoe,NE,tie,Otoe,NE
2287,-2.0,-2.0,-2.0,31133,Pawnee,NE,tie,Pawnee,NE
2288,-2.0,-2.0,-2.0,31135,Perkins,NE,tie,Perkins,NE
2289,-2.0,-2.0,-2.0,31139,Pierce,NE,tie,Pierce,NE
2290,-2.0,-2.0,-2.0,31141,Platte,NE,tie,Platte,NE
2291,-2.0,-2.0,-2.0,31143,Polk,NE,tie,Polk,NE
2292,-2.0,-2.0,-2.0,31145,Red Willow,NE,tie,Red Willow,NE
2293,-2.0,-2.0,-2.0,31147,Richardson,NE,tie,Richardson,NE
2294,-2.0,-2.0,-2.0,31149,Rock,NE,tie,Rock,NE
2295,-2.0,-2.0,-2.0,31151,Saline,NE,tie,Saline,NE
2296,-2.0,-2.0,-2.0,31155,Saunders,NE,tie,Saunders,NE
2297,-2.0,-2.0,-2.0,31157,Scotts Bluff,NE,tie,Scotts Bluff,NE
2298,-2.0,-2.0,-2.0,31159,Seward,NE,tie,Seward,NE
2299,-2.0,-2.0,-2.0,31161,Sheridan,NE,tie,Sheridan,NE
2300,-2.0,-2.0,-2.0,31163,Sherman,NE,tie,Sherman,NE
2301,-2.0,-2.0,-2.0,31165,Sioux,NE,tie,Sioux,NE
2302,-2.0,-2.0,-2.0,31167,Stanton,NE,tie,Stanton,NE
2303,-2.0,-2.0,-2.0,31169,Thayer,NE,tie,Thayer,NE
2304,-2.0,-2.0,-2.0,31171,Thomas,NE,tie,Thomas,NE
2305,-2.0,-2.0,-2.0,31173,Thurston,NE,tie,Thurston,NE
2306,-2.0,-2.0,-2.0,31175,Valley,NE,tie,Valley,NE
2307,-2.0,-2.0,-2.0,31177,Washington,NE,tie,Washington,NE
2308,-2.0,-2.0,-2.0,31179,Wayne,NE,tie,Wayne,NE
2309,-2.0,-2.0,-2.0,31181,Webster,NE,tie,Webster,NE
2310,-2.0,-2.0,-2.0,31183,Wheeler,NE,tie,Wheeler,NE
2311,-2.0,-2.0,-2.0,31185,York,NE,tie,York,NE
2312,-2.0,-2.0,-2.0,32001,Churchill,NV,tie,Churchill,NV
2313,-2.0,-2.0,-2.0,32011,Eureka,NV,tie,Eureka,NV
2314,-2.0,-2.0,-2.0,32013,Humboldt,NV,tie,Humboldt,NV
2315,-2.0,-2.0,-2.0,32015,Lander,NV,tie,Lander,NV
2316,-2.0,-2.0,-2.0,32017,Lincoln,NV,tie,Lincoln,NV
2317,-2.0,-2.0,-2.0,32019,Lyon,NV,tie,Lyon,NV
2318,-2.0,-2.0,-2.0,32021,Mineral,NV,tie,Mineral,NV
2319,-2.0,-2.0,-2.0,32023,Nye,NV,tie,Nye,NV
2320,-2.0,-2.0,-2.0,32027,Pershing,NV,tie,Pershing,NV
2321,-2.0,-2.0,-2.0,32029,Storey,NV,tie,Storey,NV
2322,-2.0,-2.0,-2.0,32033,White Pine,NV,tie,White Pine,NV
2323,-2.0,-2.0,-2.0,33017,Strafford,NH,tie,Strafford,NH
2324,-2.0,-2.0,-2.0,33019,Sullivan,NH,tie,Sullivan,NH
2325,-2.0,-2.0,-2.0,34011,Cumberland,NJ,tie,Cumberland,NJ
2326,-2.0,-2.0,-2.0,34019,Hunterdon,NJ,tie,Hunterdon,NJ
2327,-2.0,-2.0,-2.0,34041,Warren,NJ,tie,Warren,NJ
2328,-2.0,-2.0,-2.0,35003,Catron,NM,tie,Catron,NM
2329,-2.0,-2.0,-2.0,35005,Chaves,NM,tie,Chaves,NM
2330,-2.0,-2.0,-2.0,35006,Cibola,NM,tie,Cibola,NM
2331,-2.0,-2.0,-2.0,35007,Colfax,NM,tie,Colfax,NM
2332,-2.0,-2.0,-2.0,35011,De Baca,NM,tie,De Baca,NM
2333,-2.0,-2.0,-2.0,35013,Dona Ana,NM,tie,Dona Ana,NM
2334,-2.0,-2.0,-2.0,35017,Grant,NM,tie,Grant,NM
2335,-2.0,-2.0,-2.0,35019,Guadalupe,NM,tie,Guadalupe,NM
2336,-2.0,-2.0,-2.0,35021,Harding,NM,tie,Harding,NM
2337,-2.0,-2.0,-2.0,35023,Hidalgo,NM,tie,Hidalgo,NM
2338,-2.0,-2.0,-2.0,35027,Lincoln,NM,tie,Lincoln,NM
2339,-2.0,-2.0,-2.0,35031,McKinley,NM,tie,McKinley,NM
2340,-2.0,-2.0,-2.0,35033,Mora,NM,tie,Mora,NM
2341,-2.0,-2.0,-2.0,35037,Quay,NM,tie,Quay,NM
2342,-2.0,-2.0,-2.0,35039,Rio Arriba,NM,tie,Rio Arriba,NM
2343,-2.0,-2.0,-2.0,35041,Roosevelt,NM,tie,Roosevelt,NM
2344,-2.0,-2.0,-2.0,35047,San Miguel,NM,tie,San Miguel,NM
2345,-2.0,-2.0,-2.0,35051,Sierra,NM,tie,Sierra,NM
2346,-2.0,-2.0,-2.0,35057,Torrance,NM,tie,Torrance,NM
2347,-2.0,-2.0,-2.0,35059,Union,NM,tie,Union,NM
2348,-2.0,-2.0,-2.0,36003,Allegany,NY,tie,Allegany,NY
2349,-2.0,-2.0,-2.0,36025,Delaware,NY,tie,Delaware,NY
2350,-2.0,-2.0,-2.0,36033,Franklin,NY,tie,Franklin,NY
2351,-2.0,-2.0,-2.0,36041,Hamilton,NY,tie,Hamilton,NY
2352,-2.0,-2.0,-2.0,36049,Lewis,NY,tie,Lewis,NY
2353,-2.0,-2.0,-2.0,36077,Otsego,NY,tie,Otsego,NY
2354,-2.0,-2.0,-2.0,36079,Putnam,NY,tie,Putnam,NY
2355,-2.0,-2.0,-2.0,36095,Schoharie,NY,tie,Schoharie,NY
2356,-2.0,-2.0,-2.0,36097,Schuyler,NY,tie,Schuyler,NY
2357,-2.0,-2.0,-2.0,36099,Seneca,NY,tie,Seneca,NY
2358,-2.0,-2.0,-2.0,36107,Tioga,NY,tie,Tioga,NY
2359,-2.0,-2.0,-2.0,36117,Wayne,NY,tie,Wayne,NY
2360,-2.0,-2.0,-2.0,36121,Wyoming,NY,tie,Wyoming,NY
2361,-2.0,-2.0,-2.0,37003,Alexander,NC,tie,Alexander,NC
2362,-2.0,-2.0,-2.0,37005,Alleghany,NC,tie,Alleghany,NC
2363,-2.0,-2.0,-2.0,37015,Bertie,NC,tie,Bertie,NC
2364,-2.0,-2.0,-2.0,37017,Bladen,NC,tie,Bladen,NC
2365,-2.0,-2.0,-2.0,37027,Caldwell,NC,tie,Caldwell,NC
2366,-2.0,-2.0,-2.0,37029,Camden,NC,tie,Camden,NC
2367,-2.0,-2.0,-2.0,37033,Caswell,NC,tie,Caswell,NC
2368,-2.0,-2.0,-2.0,37041,Chowan,NC,tie,Chowan,NC
2369,-2.0,-2.0,-2.0,37043,Clay,NC,tie,Clay,NC
2370,-2.0,-2.0,-2.0,37047,Columbus,NC,tie,Columbus,NC
2371,-2.0,-2.0,-2.0,37053,Currituck,NC,tie,Currituck,NC
2372,-2.0,-2.0,-2.0,37061,Duplin,NC,tie,Duplin,NC
2373,-2.0,-2.0,-2.0,37065,Edgecombe,NC,tie,Edgecombe,NC
2374,-2.0,-2.0,-2.0,37069,Franklin,NC,tie,Franklin,NC
2375,-2.0,-2.0,-2.0,37073,Gates,NC,tie,Gates,NC
2376,-2.0,-2.0,-2.0,37075,Graham,NC,tie,Graham,NC
2377,-2.0,-2.0,-2.0,37079,Greene,NC,tie,Greene,NC
2378,-2.0,-2.0,-2.0,37083,Halifax,NC,tie,Halifax,NC
2379,-2.0,-2.0,-2.0,37085,Harnett,NC,tie,Harnett,NC
2380,-2.0,-2.0,-2.0,37091,Hertford,NC,tie,Hertford,NC
2381,-2.0,-2.0,-2.0,37095,Hyde,NC,tie,Hyde,NC
2382,-2.0,-2.0,-2.0,37099,Jackson,NC,tie,Jackson,NC
2383,-2.0,-2.0,-2.0,37103,Jones,NC,tie,Jones,NC
2384,-2.0,-2.0,-2.0,37105,Lee,NC,tie,Lee,NC
2385,-2.0,-2.0,-2.0,37107,Lenoir,NC,tie,Lenoir,NC
2386,-2.0,-2.0,-2.0,37111,McDowell,NC,tie,McDowell,NC
2387,-2.0,-2.0,-2.0,37113,Macon,NC,tie,Macon,NC
2388,-2.0,-2.0,-2.0,37115,Madison,NC,tie,Madison,NC
2389,-2.0,-2.0,-2.0,37117,Martin,NC,tie,Martin,NC
2390,-2.0,-2.0,-2.0,37121,Mitchell,NC,tie,Mitchell,NC
2391,-2.0,-2.0,-2.0,37131,Northampton,NC,tie,Northampton,NC
2392,-2.0,-2.0,-2.0,37139,Pasquotank,NC,tie,Pasquotank,NC
2393,-2.0,-2.0,-2.0,37141,Pender,NC,tie,Pender,NC
2394,-2.0,-2.0,-2.0,37143,Perquimans,NC,tie,Perquimans,NC
2395,-2.0,-2.0,-2.0,37145,Person,NC,tie,Person,NC
2396,-2.0,-2.0,-2.0,37149,Polk,NC,tie,Polk,NC
2397,-2.0,-2.0,-2.0,37157,Rockingham,NC,tie,Rockingham,NC
2398,-2.0,-2.0,-2.0,37159,Rowan,NC,tie,Rowan,NC
2399,-2.0,-2.0,-2.0,37161,Rutherford,NC,tie,Rutherford,NC
2400,-2.0,-2.0,-2.0,37165,Scotland,NC,tie,Scotland,NC
2401,-2.0,-2.0,-2.0,37167,Stanly,NC,tie,Stanly,NC
2402,-2.0,-2.0,-2.0,37169,Stokes,NC,tie,Stokes,NC
2403,-2.0,-2.0,-2.0,37177,Tyrrell,NC,tie,Tyrrell,NC
2404,-2.0,-2.0,-2.0,37185,Warren,NC,tie,Warren,NC
2405,-2.0,-2.0,-2.0,37187,Washington,NC,tie,Washington,NC
2406,-2.0,-2.0,-2.0,37197,Yadkin,NC,tie,Yadkin,NC
2407,-2.0,-2.0,-2.0,37199,Yancey,NC,tie,Yancey,NC
2408,-2.0,-2.0,-2.0,38001,Adams,ND,tie,Adams,ND
2409,-2.0,-2.0,-2.0,38003,Barnes,ND,tie,Barnes,ND
2410,-2.0,-2.0,-2.0,38005,Benson,ND,tie,Benson,ND
2411,-2.0,-2.0,-2.0,38007,Billings,ND,tie,Billings,ND
2412,-2.0,-2.0,-2.0,38009,Bottineau,ND,tie,Bottineau,ND
2413,-2.0,-2.0,-2.0,38011,Bowman,ND,tie,Bowman,ND
2414,-2.0,-2.0,-2.0,38013,Burke,ND,tie,Burke,ND
2415,-2.0,-2.0,-2.0,38019,Cavalier,ND,tie,Cavalier,ND
2416,-2.0,-2.0,-2.0,38021,Dickey,ND,tie,Dickey,ND
2417,-2.0,-2.0,-2.0,38023,Divide,ND,tie,Divide,ND
2418,-2.0,-2.0,-2.0,38025,Dunn,ND,tie,Dunn,ND
2419,-2.0,-2.0,-2.0,38027,Eddy,ND,tie,Eddy,ND
2420,-2.0,-2.0,-2.0,38029,Emmons,ND,tie,Emmons,ND
2421,-2.0,-2.0,-2.0,38031,Foster,ND,tie,Foster,ND
2422,-2.0,-2.0,-2.0,38033,Golden Valley,ND,tie,Golden Valley,ND
2423,-2.0,-2.0,-2.0,38037,Grant,ND,tie,Grant,ND
2424,-2.0,-2.0,-2.0,38039,Griggs,ND,tie,Griggs,ND
2425,-2.0,-2.0,-2.0,38041,Hettinger,ND,tie,Hettinger,ND
2426,-2.0,-2.0,-2.0,38043,Kidder,ND,tie,Kidder,ND
2427,-2.0,-2.0,-2.0,38045,La Moure,ND,tie,La Moure,ND
2428,-2.0,-2.0,-2.0,38047,Logan,ND,tie,Logan,ND
2429,-2.0,-2.0,-2.0,38049,McHenry,ND,tie,McHenry,ND
2430,-2.0,-2.0,-2.0,38051,McIntosh,ND,tie,McIntosh,ND
2431,-2.0,-2.0,-2.0,38053,McKenzie,ND,tie,McKenzie,ND
2432,-2.0,-2.0,-2.0,38055,McLean,ND,tie,McLean,ND
2433,-2.0,-2.0,-2.0,38057,Mercer,ND,tie,Mercer,ND
2434,-2.0,-2.0,-2.0,38059,Morton,ND,tie,Morton,ND
2435,-2.0,-2.0,-2.0,38061,Mountrail,ND,tie,Mountrail,ND
2436,-2.0,-2.0,-2.0,38063,Nelson,ND,tie,Nelson,ND
2437,-2.0,-2.0,-2.0,38065,Oliver,ND,tie,Oliver,ND
2438,-2.0,-2.0,-2.0,38067,Pembina,ND,tie,Pembina,ND
2439,-2.0,-2.0,-2.0,38069,Pierce,ND,tie,Pierce,ND
2440,-2.0,-2.0,-2.0,38071,Ramsey,ND,tie,Ramsey,ND
2441,-2.0,-2.0,-2.0,38073,Ransom,ND,tie,Ransom,ND
2442,-2.0,-2.0,-2.0,38075,Renville,ND,tie,Renville,ND
2443,-2.0,-2.0,-2.0,38079,Rolette,ND,tie,Rolette,ND
2444,-2.0,-2.0,-2.0,38081,Sargent,ND,tie,Sargent,ND
2445,-2.0,-2.0,-2.0,38083,Sheridan,ND,tie,Sheridan,ND
2446,-2.0,-2.0,-2.0,38085,Sioux,ND,tie,Sioux,ND
2447,-2.0,-2.0,-2.0,38087,Slope,ND,tie,Slope,ND
2448,-2.0,-2.0,-2.0,38089,Stark,ND,tie,Stark,ND
2449,-2.0,-2.0,-2.0,38091,Steele,ND,tie,Steele,ND
2450,-2.0,-2.0,-2.0,38093,Stutsman,ND,tie,Stutsman,ND
2451,-2.0,-2.0,-2.0,38095,Towner,ND,tie,Towner,ND
2452,-2.0,-2.0,-2.0,38097,Traill,ND,tie,Traill,ND
2453,-2.0,-2.0,-2.0,38099,Walsh,ND,tie,Walsh,ND
2454,-2.0,-2.0,-2.0,38101,Ward,ND,tie,Ward,ND
2455,-2.0,-2.0,-2.0,38103,Wells,ND,tie,Wells,ND
2456,-2.0,-2.0,-2.0,38105,Williams,ND,tie,Williams,ND
2457,-2.0,-2.0,-2.0,39001,Adams,OH,tie,Adams,OH
2458,-2.0,-2.0,-2.0,39003,Allen,OH,tie,Allen,OH
2459,-2.0,-2.0,-2.0,39007,Ashtabula,OH,tie,Ashtabula,OH
2460,-2.0,-2.0,-2.0,39011,Auglaize,OH,tie,Auglaize,OH
2461,-2.0,-2.0,-2.0,39013,Belmont,OH,tie,Belmont,OH
2462,-2.0,-2.0,-2.0,39015,Brown,OH,tie,Brown,OH
2463,-2.0,-2.0,-2.0,39021,Champaign,OH,tie,Champaign,OH
2464,-2.0,-2.0,-2.0,39031,Coshocton,OH,tie,Coshocton,OH
2465,-2.0,-2.0,-2.0,39033,Crawford,OH,tie,Crawford,OH
2466,-2.0,-2.0,-2.0,39037,Darke,OH,tie,Darke,OH
2467,-2.0,-2.0,-2.0,39047,Fayette,OH,tie,Fayette,OH
2468,-2.0,-2.0,-2.0,39051,Fulton,OH,tie,Fulton,OH
2469,-2.0,-2.0,-2.0,39053,Gallia,OH,tie,Gallia,OH
2470,-2.0,-2.0,-2.0,39059,Guernsey,OH,tie,Guernsey,OH
2471,-2.0,-2.0,-2.0,39065,Hardin,OH,tie,Hardin,OH
2472,-2.0,-2.0,-2.0,39067,Harrison,OH,tie,Harrison,OH
2473,-2.0,-2.0,-2.0,39069,Henry,OH,tie,Henry,OH
2474,-2.0,-2.0,-2.0,39071,Highland,OH,tie,Highland,OH
2475,-2.0,-2.0,-2.0,39073,Hocking,OH,tie,Hocking,OH
2476,-2.0,-2.0,-2.0,39075,Holmes,OH,tie,Holmes,OH
2477,-2.0,-2.0,-2.0,39079,Jackson,OH,tie,Jackson,OH
2478,-2.0,-2.0,-2.0,39081,Jefferson,OH,tie,Jefferson,OH
2479,-2.0,-2.0,-2.0,39087,Lawrence,OH,tie,Lawrence,OH
2480,-2.0,-2.0,-2.0,39089,Licking,OH,tie,Licking,OH
2481,-2.0,-2.0,-2.0,39091,Logan,OH,tie,Logan,OH
2482,-2.0,-2.0,-2.0,39097,Madison,OH,tie,Madison,OH
2483,-2.0,-2.0,-2.0,39101,Marion,OH,tie,Marion,OH
2484,-2.0,-2.0,-2.0,39111,Monroe,OH,tie,Monroe,OH
2485,-2.0,-2.0,-2.0,39115,Morgan,OH,tie,Morgan,OH
2486,-2.0,-2.0,-2.0,39117,Morrow,OH,tie,Morrow,OH
2487,-2.0,-2.0,-2.0,39121,Noble,OH,tie,Noble,OH
2488,-2.0,-2.0,-2.0,39123,Ottawa,OH,tie,Ottawa,OH
2489,-2.0,-2.0,-2.0,39125,Paulding,OH,tie,Paulding,OH
2490,-2.0,-2.0,-2.0,39127,Perry,OH,tie,Perry,OH
2491,-2.0,-2.0,-2.0,39131,Pike,OH,tie,Pike,OH
2492,-2.0,-2.0,-2.0,39135,Preble,OH,tie,Preble,OH
2493,-2.0,-2.0,-2.0,39137,Putnam,OH,tie,Putnam,OH
2494,-2.0,-2.0,-2.0,39139,Richland,OH,tie,Richland,OH
2495,-2.0,-2.0,-2.0,39149,Shelby,OH,tie,Shelby,OH
2496,-2.0,-2.0,-2.0,39157,Tuscarawas,OH,tie,Tuscarawas,OH
2497,-2.0,-2.0,-2.0,39161,Van Wert,OH,tie,Van Wert,OH
2498,-2.0,-2.0,-2.0,39163,Vinton,OH,tie,Vinton,OH
2499,-2.0,-2.0,-2.0,39167,Washington,OH,tie,Washington,OH
2500,-2.0,-2.0,-2.0,39171,Williams,OH,tie,Williams,OH
2501,-2.0,-2.0,-2.0,39175,Wyandot,OH,tie,Wyandot,OH
2502,-2.0,-2.0,-2.0,40003,Alfalfa,OK,tie,Alfalfa,OK
2503,-2.0,-2.0,-2.0,40005,Atoka,OK,tie,Atoka,OK
2504,-2.0,-2.0,-2.0,40007,Beaver,OK,tie,Beaver,OK
2505,-2.0,-2.0,-2.0,40009,Beckham,OK,tie,Beckham,OK
2506,-2.0,-2.0,-2.0,40011,Blaine,OK,tie,Blaine,OK
2507,-2.0,-2.0,-2.0,40021,Cherokee,OK,tie,Cherokee,OK
2508,-2.0,-2.0,-2.0,40023,Choctaw,OK,tie,Choctaw,OK
2509,-2.0,-2.0,-2.0,40025,Cimarron,OK,tie,Cimarron,OK
2510,-2.0,-2.0,-2.0,40029,Coal,OK,tie,Coal,OK
2511,-2.0,-2.0,-2.0,40031,Comanche,OK,tie,Comanche,OK
2512,-2.0,-2.0,-2.0,40033,Cotton,OK,tie,Cotton,OK
2513,-2.0,-2.0,-2.0,40037,Creek,OK,tie,Creek,OK
2514,-2.0,-2.0,-2.0,40039,Custer,OK,tie,Custer,OK
2515,-2.0,-2.0,-2.0,40041,Delaware,OK,tie,Delaware,OK
2516,-2.0,-2.0,-2.0,40043,Dewey,OK,tie,Dewey,OK
2517,-2.0,-2.0,-2.0,40045,Ellis,OK,tie,Ellis,OK
2518,-2.0,-2.0,-2.0,40049,Garvin,OK,tie,Garvin,OK
2519,-2.0,-2.0,-2.0,40051,Grady,OK,tie,Grady,OK
2520,-2.0,-2.0,-2.0,40053,Grant,OK,tie,Grant,OK
2521,-2.0,-2.0,-2.0,40055,Greer,OK,tie,Greer,OK
2522,-2.0,-2.0,-2.0,40057,Harmon,OK,tie,Harmon,OK
2523,-2.0,-2.0,-2.0,40059,Harper,OK,tie,Harper,OK
2524,-2.0,-2.0,-2.0,40061,Haskell,OK,tie,Haskell,OK
2525,-2.0,-2.0,-2.0,40063,Hughes,OK,tie,Hughes,OK
2526,-2.0,-2.0,-2.0,40065,Jackson,OK,tie,Jackson,OK
2527,-2.0,-2.0,-2.0,40067,Jefferson,OK,tie,Jefferson,OK
2528,-2.0,-2.0,-2.0,40069,Johnston,OK,tie,Johnston,OK
2529,-2.0,-2.0,-2.0,40071,Kay,OK,tie,Kay,OK
2530,-2.0,-2.0,-2.0,40073,Kingfisher,OK,tie,Kingfisher,OK
2531,-2.0,-2.0,-2.0,40075,Kiowa,OK,tie,Kiowa,OK
2532,-2.0,-2.0,-2.0,40077,Latimer,OK,tie,Latimer,OK
2533,-2.0,-2.0,-2.0,40079,Le Flore,OK,tie,Le Flore,OK
2534,-2.0,-2.0,-2.0,40081,Lincoln,OK,tie,Lincoln,OK
2535,-2.0,-2.0,-2.0,40083,Logan,OK,tie,Logan,OK
2536,-2.0,-2.0,-2.0,40085,Love,OK,tie,Love,OK
2537,-2.0,-2.0,-2.0,40087,McClain,OK,tie,McClain,OK
2538,-2.0,-2.0,-2.0,40089,McCurtain,OK,tie,McCurtain,OK
2539,-2.0,-2.0,-2.0,40091,McIntosh,OK,tie,McIntosh,OK
